SampleNo,Subject,UtteranceNo,TrueClass,feature_value_0,feature_value_1,feature_value_2,feature_value_3,feature_value_4,feature_value_5,feature_value_6,feature_value_7,feature_value_8,feature_value_9,feature_value_10,feature_value_11,feature_value_12,feature_value_13,feature_value_14,feature_value_15,feature_value_16,feature_value_17,feature_value_18,feature_value_19,feature_value_20,feature_value_21,feature_value_22,feature_value_23,feature_value_24,feature_value_25,feature_value_26,feature_value_27,feature_value_28,feature_value_29,feature_value_30,feature_value_31,feature_value_32,feature_value_33,feature_value_34,feature_value_35,feature_value_36,feature_value_37,feature_value_38,feature_value_39,feature_value_40,feature_value_41,feature_value_42,feature_value_43,feature_value_44,feature_value_45,feature_value_46,feature_value_47,feature_value_48,feature_value_49,feature_value_50,feature_value_51,feature_value_52,feature_value_53,feature_value_54,feature_value_55,feature_value_56,feature_value_57,feature_value_58,feature_value_59,feature_value_60,feature_value_61,feature_value_62,feature_value_63,feature_value_64,feature_value_65,feature_value_66,feature_value_67,feature_value_68,feature_value_69,feature_value_70,feature_value_71,feature_value_72,feature_value_73,feature_value_74,feature_value_75,feature_value_76,feature_value_77,feature_value_78,feature_value_79,feature_value_80,feature_value_81,feature_value_82,feature_value_83,feature_value_84,feature_value_85,feature_value_86,feature_value_87,feature_value_88,feature_value_89,feature_value_90,feature_value_91,feature_value_92,feature_value_93,feature_value_94,feature_value_95,feature_value_96,feature_value_97,feature_value_98,feature_value_99,feature_value_100,feature_value_101,feature_value_102,feature_value_103,feature_value_104,feature_value_105,feature_value_106,feature_value_107,feature_value_108,feature_value_109,feature_value_110,feature_value_111,feature_value_112,feature_value_113,feature_value_114,feature_value_115,feature_value_116,feature_value_117,feature_value_118,feature_value_119,feature_value_120,feature_value_121,feature_value_122,feature_value_123,feature_value_124,feature_value_125,feature_value_126,feature_value_127
291,5,51,2,6.090333498,4.396574095,16.773392,-8.430043955,-4.388796255,14.96157444,1.852798765,-4.209364997,13.24855602,0.890785351,2.669890902,-13.0432409,4.819770668,6.76442073,5.495228056,19.83972481,-5.993661979,-0.994779182,19.19375469,2.992911814,-7.028865293,16.14602887,1.805921673,-1.004899614,-3.943478651,13.14762908,10.18641539,-10.75067701,13.4211137,13.4600405,13.57163847,16.81331736,24.56233685,17.2958571,8.321438413,-0.852445023,-8.071051513,-11.18346951,11.77641656,14.35897533,1.854866616,26.09920967,19.26683021,20.0516114,13.94959441,23.79688681,16.2540318,20.1510229,7.734629617,6.880392971,-2.833116343,15.760549,15.07031132,19.94972492,52.20298261,19.65520908,23.94916436,-5.768256248,20.86253007,-9.320270664,39.22447806,14.38966707,23.98951573,11.69745863,4.366445919,14.71095077,19.9064515,30.34894232,1.722189369,23.60557345,-1.689159196,18.2474335,-12.49635273,24.2290846,7.724561515,13.71520087,-14.43272671,-8.986520495,14.67089494,20.15587877,21.36986565,-0.767268855,19.1837106,-5.946688983,6.67538539,-18.9354152,11.04463356,-3.163262792,19.91406531,-3.701315871,4.429138628,15.42621351,22.07510085,26.90191001,-4.82690459,33.5615651,2.602421257,13.610762,-15.04692183,28.79585077,5.433132151,7.833625569,-10.78010811,0.816884275,15.00758606,23.95697527,28.00056905,-2.884031655,39.49132501,-18.78897177,-8.151511928,-24.0055279,47.58848509,0.581344762,2.633976578,-1.046796418,2.32089995,15.20121759,24.29076659,32.99506508,0.720193677,27.11082336,-22.48624939,-8.880955839,-31.35408394,32.35414783,-1.94709641,1.347878283
292,5,52,0,6.309755937,3.543388613,13.9288799,-7.571909678,-1.872966511,6.112294691,-0.323233267,-8.068429291,13.79134229,2.762018744,-0.979422196,-6.016145029,8.694617787,6.743174278,6.179534218,18.73195728,-8.729549954,-3.418918202,11.81262188,-7.301159171,-17.60080236,6.111304799,-9.773989628,-6.665460428,-7.982897797,13.8700596,7.546185283,2.526260899,12.29893781,-6.735107799,-4.645764621,-0.87709144,-7.422869792,-22.16723984,-3.731159851,-2.463070691,-6.622185245,-22.11302896,-16.7123025,12.32530261,15.43026105,16.90238007,-13.88210489,26.07838095,5.567321181,-5.33451678,-57.9728989,4.150821917,18.0182255,42.74587557,-28.99186493,-18.97037055,12.09741945,17.6985821,13.93334622,-22.52795667,47.24122357,22.22213359,1.597475816,-58.89403944,27.60168978,19.17489775,19.95429005,-41.5375344,-6.985699702,13.38983365,3.958222311,-13.71818183,-48.52286195,37.67962349,14.84354782,22.23965637,-43.35776886,15.4306659,1.266572071,38.05020538,-11.94338774,2.830097564,13.5708037,-4.065979171,-12.73406228,-38.0728191,35.93292868,21.0477449,23.290886,-50.46365642,1.101067158,-0.169556634,36.87184239,-19.83514496,-1.301249108,9.616943888,-2.190955251,-9.322620687,-31.37495702,38.69227448,20.30757553,4.316410344,-27.9628708,28.93533865,-1.469083185,7.398155463,-33.98392072,3.087956874,15.09302871,0.5172994,-17.80352087,-41.75434733,49.46549196,-0.862884085,1.158457391,-48.16192552,28.4771599,0.778782,12.58378748,-22.23350521,12.0961087,15.83037008,5.209024061,-22.5264489,-61.78821754,63.48825605,8.392014446,2.938499397,-68.4665808,37.79256973,-5.877760242,26.66307004
293,5,53,2,6.588095022,3.784761304,13.89982997,-11.87546678,-10.68614,-8.734559281,-7.936155272,-8.105480263,9.137816056,-12.07149821,-10.32769865,-19.84551166,5.168582711,5.986031161,1.08202881,11.94240849,-12.49869231,-7.519922162,9.417140099,-3.298060285,-17.97452399,7.002067787,0.839240723,-2.203045921,0.985748339,13.14669176,8.704662166,7.848213939,17.67539121,7.265757046,13.60859504,11.00735338,17.1859267,3.823418715,4.244622406,-7.116610855,-1.095556956,-14.48893235,-6.95982221,13.22912575,8.095976555,20.74614634,16.7652776,16.34459163,10.33999987,13.73804936,5.150592679,6.415180714,-2.243943261,-0.277495573,-5.100019417,4.063661034,15.20821543,10.12952101,41.73340711,28.96729566,35.24913118,5.162265388,11.30573767,-10.02897392,7.211130542,-17.38784599,-9.192776696,-15.98603407,11.72346163,15.06355015,20.2552586,18.97977459,6.00020778,18.25201755,-0.318662283,15.43441076,-5.260116221,12.7881021,-8.177176046,10.9836332,-10.83011782,7.262392272,13.38732137,16.73648838,14.30015942,-1.676436547,8.588151394,-14.14398753,2.355183209,-19.22077323,0.469918388,-13.61376742,-0.721983134,-10.81527795,2.476464422,15.7692301,23.77228539,31.9209284,10.92285973,26.51863394,-5.705077561,14.33280561,-21.8012299,8.359303027,-19.64054809,5.482445521,-12.03712803,5.522591168,16.79956257,25.47206155,32.29305492,6.853648526,25.82947874,-13.05350042,10.50166325,-31.24795765,4.99020016,-27.01313395,0.576679022,-15.55341102,15.71368396,16.58361893,26.10780268,39.8317068,-0.533778095,13.28922735,-30.5938145,1.992616453,-31.14918233,15.61496814,-21.70560488,-10.97382323
294,5,54,0,6.976831634,3.40513396,16.28183592,-1.910463949,-2.20094204,1.160260031,4.282922574,6.471916408,18.9768325,-0.57165382,-4.316712709,-1.616443734,10.75870182,13.33540911,8.788127714,26.16514625,11.5749695,9.793492611,-1.424089261,13.4090077,11.60421137,15.42841832,-14.61364455,-20.65457025,-19.37158826,0.891359824,13.41034728,13.25391863,24.8846348,6.317345759,9.95145718,-8.74128409,0.266443559,-3.514004719,17.74691866,-4.700081707,-9.292458945,-19.05426679,4.633795833,10.18600416,12.62713614,26.53354349,-0.27163878,5.846081711,-1.219114557,15.10227226,-10.39815845,3.993073859,-10.37717317,3.614845726,-24.67727047,-15.66106565,11.64541035,10.58556196,26.08908003,5.551711066,4.151475283,-20.55735669,-6.41902677,-14.10490359,11.1559345,-4.36952022,2.614164191,2.500440126,15.68572557,15.29197852,21.00516321,43.97535843,14.8045035,20.24448934,-15.44960196,6.621383742,-20.94907656,17.37360579,-11.89869002,4.046808605,-9.909374475,4.098655507,13.00304936,13.13261619,28.80012122,8.295329797,17.94955338,0.011243846,8.657136589,-12.71852431,1.581646527,-16.56090161,-0.397242155,-16.63341233,-1.285823275,12.51784765,16.86676723,23.3463598,5.928606086,12.13481515,-8.79975758,2.127604717,-10.70246833,8.369920692,-9.771250292,2.138791727,-6.483508359,10.97653507,13.57152903,14.58372589,27.20250259,9.290751569,17.72369822,0.726828342,10.49535428,-3.380695497,12.8430016,-6.805214177,2.016723044,-13.45543465,4.311664986,10.88215622,5.171807327,29.00862017,20.81164036,19.28115693,8.058980533,10.51725089,2.906242885,8.628143186,-7.861873547,-8.575109597
295,5,55,0,8.800826818,-2.290529719,-2.807114454,-27.85843708,23.66203698,13.5520351,-18.29184311,-49.80275597,23.49869299,9.630891358,8.008106555,-34.69264834,-7.684790033,9.084748034,-0.571221633,-7.201961875,-31.09180494,36.61065842,16.48388189,3.268426018,-31.23445578,30.18734433,0.266725199,10.17460601,-18.91871203,-4.275425502,12.91141301,-1.9361482,-14.92589288,-37.87757189,24.68905107,7.223430427,14.01862791,-29.65783662,8.479391531,-4.758137951,16.9814732,-8.870145272,9.603620209,16.91554527,-13.54231291,-27.20375918,-51.5567289,41.88711829,18.87791491,13.65224565,-59.82645605,5.302778681,-9.093816923,29.07466896,-17.53567146,6.257951673,15.68278319,2.106063232,-25.00842784,-57.68575282,52.09207386,6.326792616,14.84088629,-53.82393161,17.30091237,-15.93914565,29.32233489,-6.770455004,11.55255134,15.93706676,11.38991477,-22.44662656,-68.63543272,57.03515908,-5.463023394,18.5584239,-54.46479625,27.35633779,-8.326186937,35.41481039,-15.63850246,2.219823152,13.79338451,4.882800258,-11.5708079,-41.27639217,28.24225617,-11.61478997,-4.016907146,-37.60729935,26.54361072,10.22974765,30.77434227,-7.624898657,0.978344093,11.88867653,2.604649347,-11.02430004,-36.35823668,17.29800646,-15.39057093,-6.894697007,-39.31078239,18.64251612,14.36910033,42.84840868,5.729604552,0.84457076,10.53077527,7.26961457,-3.411390682,-44.81072151,11.70027469,-1.458432963,-13.59812173,-51.6413526,22.98453176,12.42711818,41.49094694,-1.246140637,2.486608624,8.258143833,8.551459386,6.625428396,-26.83627128,1.306273829,2.394573276,-2.041289609,-19.38309226,15.61359783,-1.14833646,20.69931779
296,5,56,2,7.444550708,4.867923237,8.730874305,-16.97944158,5.443034303,0.012215288,-7.379642756,-9.426364119,42.32889814,23.60270981,16.22599182,-13.55024968,-6.063301119,6.869407145,6.155579328,10.92390116,-23.08597548,-5.419550997,3.733277248,-18.70919311,-29.90786528,17.13403901,-2.352346427,-2.745957058,-8.917907997,10.34426031,7.088016108,4.222437102,14.67461577,-8.004429491,5.367072872,8.143882864,-12.44114321,-25.06915726,6.088071673,2.104740479,3.778109592,-21.03034527,5.356040576,12.4090847,3.889795991,26.43225704,14.71313925,5.54063576,-5.378581807,3.000704555,1.121305565,10.46094637,8.350345271,10.58815444,0.761813739,12.79486992,15.94904668,21.16407638,37.75190488,8.213201577,17.34348229,-9.70837149,22.01854665,-5.940800917,17.31833307,-8.42429495,14.66115545,-14.22383674,-7.844976198,16.44281224,19.67936711,24.57455426,4.547455936,20.42519884,-7.44022259,11.45359804,-14.50215865,8.136260381,-13.89582676,5.419521058,-15.40358153,1.220342185,16.47628034,17.0020686,20.93785945,-0.34649084,14.34849331,-11.3851623,5.495772402,-15.29612469,4.053952442,-12.25537101,7.862642099,-6.180195719,9.76416267,16.76013234,23.3047467,40.45774423,5.617326952,23.72953138,-9.38301426,19.27000377,-12.22869534,18.06795595,-5.3100168,10.89559457,-10.29866968,3.84109085,16.95329072,25.07925317,35.85906623,10.20765376,27.29660361,-9.151354796,16.571002,-24.2604701,10.69756137,-21.58870319,0.766859172,-15.31590851,4.04344528,16.93143397,30.85420358,53.46402162,2.894343091,10.44399594,-23.52247863,20.68940563,-24.1156659,30.54404234,-9.313202093,-0.418041794
297,5,57,0,6.080941133,-0.242852145,9.197540391,-18.53435656,-13.86957054,6.712193852,-5.353073997,-17.18184783,4.080532812,-8.15225432,-13.05628453,-23.4181375,-3.96061007,6.414206493,5.226366,19.01667505,-5.625303685,-3.055954717,12.29022092,-2.700589022,-15.2759075,9.356996333,3.650351479,2.794777557,-2.909780639,9.322259979,5.908316187,0.059782513,12.14166889,-10.82906046,-9.133934189,3.972279795,1.137188372,-1.84330637,23.75450761,10.01209966,-5.692551937,-16.31442339,0.837205008,10.27097306,8.346649706,18.43283395,0.717620652,2.394266537,4.525155022,3.278208551,-12.94308528,1.11828314,-1.880756036,-7.124484849,-6.095435375,4.041869619,14.25741104,13.11410889,26.41077779,12.46054779,18.20436844,5.658405482,12.21978612,-3.843388312,6.349895912,-3.985732857,4.404061768,-6.206819026,1.906661356,15.36291032,19.77297153,44.96265579,20.85038065,32.98815907,5.203122618,24.24212492,-18.91889057,9.675318724,-17.06698406,1.87741362,-12.6738486,2.785168578,14.25472818,22.09053149,28.4892868,9.605354352,22.93230353,-1.339383594,14.4728326,-15.76420155,12.62936247,-15.37678531,7.2938535,-9.783512157,7.898803928,15.52724558,18.82196741,20.63345839,0.038231619,12.2103597,-13.37272699,3.20015253,-20.77368445,2.211449352,-17.50103672,5.318153975,-12.21593143,7.028775442,16.16796051,21.30952373,49.1124568,8.148049394,25.46546966,-14.67740051,-0.161325709,-20.06218719,23.22490605,-14.5569774,-3.85692368,-1.696543828,27.27734734,15.09792453,25.04478684,32.01533684,5.779043653,24.99827038,-13.15399334,7.589962265,-27.39691406,13.16577129,-13.75635275,2.830223258
298,5,58,2,6.979662124,6.512598733,15.59387495,-12.99359536,-4.049381181,5.662197826,-6.561507555,-23.1794785,6.067407303,-7.714501869,-13.95606641,-24.09022217,1.82367318,8.087086772,7.584492372,19.958486,-4.668011899,-2.735934744,-8.573647419,-7.024678169,-18.59596208,5.33797335,1.107363896,13.34965355,-1.359966189,11.4071265,11.78187835,8.247578592,23.42828391,11.86472898,13.28070752,0.863004836,2.691853231,-8.112436183,-3.168487542,-8.999078464,6.022421644,-2.129132964,-0.427958009,15.43869629,14.95649143,20.01122211,-2.077066493,8.123640409,-9.226254231,1.420094164,-14.4379201,2.699477755,-14.0285909,1.04309798,-15.59214388,-1.22154584,16.55938958,22.08693288,60.93674365,14.9513564,14.19709215,-16.65370559,14.93411939,-18.74884147,12.56538324,-14.59977449,10.01267224,-1.470922611,14.98155015,17.46795427,24.10506288,29.55199325,1.323072351,16.11713856,-23.9372568,-0.791298884,-30.97228611,9.010554932,-15.33247873,13.14851843,-10.23953895,11.73113859,17.41769566,25.46290128,41.1864775,7.733644857,22.32905224,-21.42303327,5.376400123,-28.41367851,12.31902082,-11.57233852,14.96573613,-1.509731691,13.29189983,16.36896548,19.10193392,16.63960048,-2.260742965,8.298484459,-16.7203953,1.894274712,-18.18255885,6.387047155,-12.39698381,8.694618274,-11.59856434,5.775388323,15.74758659,21.0504495,39.73911977,-2.901472848,11.49653555,-19.16970036,11.99018888,-7.906515376,30.02230877,9.537374402,30.17461284,7.266826839,14.24343813,13.92723546,19.83699262,18.00852867,1.012117153,13.75720107,-7.191645803,19.31128204,-0.032562559,27.84630129,11.87236197,26.67487578
299,5,59,0,8.532626462,-4.124209963,-10.10732526,-29.13149384,18.72785903,-4.799994892,-15.97957077,-39.52078129,4.559157995,-12.683316,3.731704542,-17.92721699,-2.664670867,8.965059345,0.809438649,-10.06920917,-38.20838608,23.61214323,-0.509668423,-10.51357161,-30.57498187,29.17184743,-6.448864146,7.272143343,-10.14912238,-2.533802627,11.45674062,-10.91698534,-17.06263199,-26.10724449,29.65108791,10.77109945,18.49202311,-18.53278791,3.992144016,-6.812739471,16.337093,-10.0082529,-4.945681427,14.52410238,-6.038295206,-21.06589775,-35.93119037,43.29118639,1.7217426,5.222233362,-34.81964166,20.54255893,-5.704041728,14.75537827,-11.00244159,5.541585972,16.4320161,1.769060548,-28.68350867,-60.57566236,91.76657298,4.561894905,7.128075842,-54.76955056,54.67334524,-6.185627575,39.21656918,-3.921894389,7.440292309,16.07359962,2.798681503,-20.32766574,-46.8368475,63.74361476,-7.98978255,3.26228031,-42.35352914,35.69074928,-8.69307487,12.80572916,-8.268483451,12.30642408,16.33785315,4.704058627,-18.77451069,-44.67238163,53.94417861,-6.933100868,4.925055236,-38.66242481,27.26522515,-8.82384663,15.20998562,-10.80861713,6.466585998,16.6813779,-15.37593544,-30.76196452,-46.26539015,37.53513811,-7.407000028,-6.036710717,-39.29746224,31.44222561,7.198326443,20.4661694,-11.3460147,0.257151723,15.96974825,-13.8303305,-32.91302463,-52.80594983,35.44668643,-11.81700339,-12.04214755,-46.7947946,33.15276967,10.02246232,31.25165661,2.552149744,15.95008595,16.48241561,-0.519274123,-29.29861818,-66.7183348,43.446612,-13.3005636,-3.35349991,-49.53433416,49.12968514,12.50809606,43.5145497
300,5,60,2,6.488978201,3.349832718,14.80011546,-13.44829256,-7.640321985,9.507916643,-7.316872645,-14.17381357,9.523958825,-10.0356957,-14.78305882,-26.54854806,-3.284546076,6.319706026,0.261156731,11.43911736,-18.96562787,-14.62037701,14.01648286,12.04577947,6.953533026,26.61579714,15.5252549,13.67939478,-12.04942305,5.468262211,6.12536604,3.436616151,13.39057205,-12.71709747,-7.33128489,10.2838417,8.456822789,-9.292499761,9.514281831,4.155358468,4.660213028,-1.195888882,7.931081765,6.416705577,0.929809726,10.78733018,-17.40159799,-15.5748207,-2.323558254,-6.677463724,-18.5637929,1.221120829,-12.67572794,-14.78806468,-24.89799887,-13.11099998,6.66126607,6.873413684,19.90497392,-9.250417309,-7.508160688,10.85007291,-1.989629536,-11.55491074,9.189275363,-1.221049596,-1.0993713,-16.75980452,7.047466187,8.113386148,2.34490605,15.0355965,5.929720864,12.41263476,5.627466145,9.112780402,4.131161146,2.112718635,-10.35920649,-3.743383125,-11.31663952,-2.293507621,13.70883848,11.23215074,25.29565368,-1.864422364,-0.771462778,-19.49915361,-4.59025143,-10.23459967,12.50367454,-9.863289762,0.36123305,-30.29113104,-17.22200246,14.0878518,23.96470987,35.46942622,-9.799348911,-2.587245103,-34.10935639,8.510539687,-15.51851078,29.11575237,-9.682946545,1.046634784,-36.57196304,-17.67888565,14.71569422,20.49694591,27.27151921,-13.36517207,11.21499433,-14.56269233,9.337486861,-1.515975378,40.25094617,-3.237403681,-0.687407309,-19.70300952,-1.464814419,15.01009917,33.68117997,20.68031543,-35.60762633,21.59349766,-27.36778534,19.26299328,-12.570117,52.56419361,-14.11525229,2.514141289
301,6,1,2,6.88080061,7.155548881,18.21319954,-20.87175926,-15.15880658,10.28514702,16.74250091,4.67772593,20.09510991,-7.340677081,7.218058678,-5.390501355,14.37817599,13.04285145,10.97601775,-4.607527853,-43.47613573,7.071173965,-2.829523471,30.43879432,-23.51493214,2.84863804,-11.73089045,29.8335081,-4.352682952,4.243244821,15.04120335,13.30314346,-3.496142142,-45.2980341,12.53791858,4.410972208,30.23295412,-24.75964982,6.303065776,-16.62065759,16.80389878,-29.04866767,-10.95816124,16.19915487,6.70262671,-11.44049972,-50.95408771,33.50713338,26.13865385,37.96655661,-46.26188373,-0.645568274,-14.75159581,31.93209266,-22.80214307,6.051084135,13.79637052,-3.665751776,-15.96139869,-41.03183162,17.76805971,10.56503237,25.59451483,-32.8459574,-11.48588265,-26.08254951,8.603406786,-24.97188763,-12.68582152,11.21580912,9.218749164,-6.644518946,-48.03614635,25.45707478,22.42724548,34.24865129,-33.34517771,5.233354783,-17.24436919,29.74676683,-7.687686798,10.97747392,11.51952275,5.71078012,7.20551201,-33.87285266,16.78293825,25.79651701,41.10300811,-34.2351055,-10.04052383,-13.70096536,44.89745556,0.348241122,0.275180664,12.37692401,12.57858373,13.56043986,-9.906313746,19.61265887,12.64226274,25.92833739,-13.80633021,2.409806559,-3.13586703,24.06546023,-5.522871389,-4.653541939,14.27303993,17.7844394,15.53490606,-16.10828217,16.46115114,10.34117205,36.6603654,-4.393494237,6.41645312,-18.94181726,8.599856309,-18.15962745,-0.350545804,14.55397391,17.82157212,18.78814867,-15.12897633,17.10385843,12.12664026,50.87791843,10.80905603,11.6514982,-30.5623145,-8.640472244
302,6,2,1,6.72286082,2.207393266,9.417027997,-17.95435962,-12.25061997,-6.877114993,-10.25902568,-14.83382937,12.59246872,-1.293689983,-1.695668408,-11.81188394,9.528527353,6.189079814,0.877019606,7.658864226,-19.69097235,-9.824208084,5.514994206,-7.31172504,-19.08549334,11.24820769,3.655780009,1.922242669,-7.891779914,8.480158354,7.252562512,-0.129791145,11.97957771,-2.654342069,1.21720919,8.57844585,17.90309156,11.35809108,10.91234306,-0.908923338,0.389891861,-4.281289173,5.224753102,11.63737436,6.956444728,23.79956718,11.3145334,18.79771041,10.72509288,11.23280774,-6.650704876,2.151935498,-8.118040537,-4.642951381,-22.96475315,-3.123824173,14.9418738,16.62385273,21.36792782,2.329429467,24.93282115,-1.496508652,-0.010158149,-27.81537455,8.303565994,-8.006072778,0.831073395,-27.12841577,5.614817486,14.98715363,18.0176736,24.0342312,-2.405971002,24.37160747,-7.743141479,-0.858905067,-28.51160011,9.360893686,-4.077542012,6.905566569,-19.77612512,9.243944032,14.24116129,25.89230571,34.07111931,2.386463491,55.7225554,12.91505266,-17.17341388,-85.39059397,18.03250989,10.43482441,11.51891938,-27.15588443,12.30163237,14.91372617,25.74229033,19.00944024,-7.555039631,28.76741892,-1.770704766,-2.188384019,-51.21302021,8.009143709,-8.055444856,12.52055636,-31.02734356,13.3228443,14.62162816,19.72977895,26.3932324,-0.583474056,29.91030594,-6.743953272,-3.646916013,-32.91782993,18.35091842,7.275688761,10.10795573,-26.45024852,2.025323521,14.43905595,33.88570541,28.44677841,-14.32869178,36.36200747,-0.709426187,-2.948790314,-56.79651582,33.06514208,-4.069675029,-11.73582777
303,6,3,1,7.205887106,6.756067714,11.59368561,-17.89347941,-3.418663043,5.410917608,0.219208114,-5.323409366,18.79797302,-4.632913649,-1.257098723,-21.49866481,2.95958995,11.26930497,6.451021678,22.54987026,10.03287459,12.80276336,8.924703589,9.503354963,-4.192073125,1.922860457,-4.195292618,-4.039380661,-18.72944703,-9.73760554,14.16530625,12.68139786,20.00050448,-2.061778767,21.81515065,14.35682333,11.24486439,-21.37894426,10.37817312,2.520195786,0.51745937,-34.61386208,-14.7055278,14.95746913,31.70545257,23.93736164,-21.5785058,26.54284139,2.816348498,10.59838426,-48.97803991,36.50210969,21.22468348,11.48618445,-47.12352723,-4.397498726,14.85802275,26.22622864,11.74684034,-21.38473791,19.36493752,-9.233016576,9.680937248,-24.42923158,37.47479851,1.575348248,4.552070972,-38.53675101,11.49249241,14.57548171,21.59817711,10.5926532,-17.63738933,29.31709944,-11.03722977,3.139601229,-27.45485882,36.46084311,7.2064043,6.67146838,-32.36925787,7.05623092,14.92239517,20.23973089,8.417383901,-18.49029108,23.41569715,-4.127350791,6.037069678,-28.93993893,35.81302171,16.0231248,20.24173586,-32.12250112,0.571765698,14.65590886,34.29893951,17.89590919,-29.12265235,26.97613231,-9.423444493,5.91465924,-48.0040159,34.92676008,8.989732855,16.2258756,-25.71902557,8.71380616,14.00824011,24.18171632,28.5831329,-19.59973808,22.02004427,-2.130633548,-1.044470855,-37.53834624,32.33744897,23.80455152,16.70713109,-24.13209973,13.01624949,13.46015801,23.56971701,37.45719726,-8.558621178,19.56318757,-3.865442313,-1.716372803,-30.01843896,41.59135267,29.21693492,25.2093411
304,6,4,2,10.19587752,0.670706718,14.58085973,4.802554522,13.79032446,7.787589031,12.5673604,-4.985698736,10.15542099,11.46858658,6.237790542,-12.85198085,-9.389286597,13.0739946,8.84326432,18.35458386,-3.715165732,15.33004998,10.86780703,19.38199727,-2.094412705,29.46890808,14.64901355,-1.562676002,-47.233293,-23.56770456,12.87845171,19.26428211,16.72939918,-11.85492518,25.17630999,-7.615466089,16.62612044,-4.940601188,62.14376662,23.71718201,-4.048413916,-56.96039319,-22.49426361,12.91472824,19.91132754,17.81378475,-16.8259869,18.56750826,-4.000178082,13.17264821,-7.402216352,40.87368592,13.36512186,4.282654769,-39.3429366,-8.616763783,13.02800355,18.9744596,15.17096684,-13.60470157,18.45781206,-3.584364774,15.3941078,-5.354001339,33.23000629,6.890267357,-0.540708016,-54.1948051,-3.132823585,12.98628176,21.53625669,12.0414777,-22.91517889,19.92961504,-1.083438191,17.53238441,-9.486588463,50.60870856,9.297879386,-1.449096274,-52.06235986,-0.119947718,12.1229725,15.52046749,12.34114856,-7.578928139,19.45466991,-21.74811418,-3.957038598,-5.599522896,49.80514529,19.52985165,12.32039995,-34.42086848,11.01412893,11.70131114,23.27333038,15.78294569,-13.15737118,33.53875193,2.689155544,11.50096778,-10.12896739,56.13420755,12.12649673,-1.713030852,-55.42463715,-0.291262715,10.72293251,19.15292158,17.11345865,-10.60818114,22.51498129,4.935958132,7.06447314,-3.877335206,54.90035383,12.49446431,-2.093255953,-43.93955631,13.13666075,9.989521341,18.51218926,26.23602947,-6.96940988,20.22591805,19.71088722,7.184450861,-15.60806086,43.57920987,10.45646449,-14.90045848
305,6,5,2,6.979303938,5.602045069,18.22550481,-4.458471221,-0.307165546,12.62102083,14.76722701,-0.821481491,9.338713041,-2.361769294,-1.800688011,-6.474723135,6.179385654,12.80223651,4.595545126,28.13755404,18.05099198,16.28463486,4.423818916,11.8087523,1.016654655,2.481258991,-11.37456486,-8.272449279,-16.34275231,5.506269171,14.87649677,14.59171705,43.54006462,23.47513639,24.72950007,-12.92008602,-1.646841935,-30.2584395,-3.418616251,-22.023161,5.806359197,-10.61545157,12.73489397,14.622457,21.05331256,26.58475232,3.384686895,16.57500409,-11.48332691,9.14261281,-17.83755159,12.21082308,-11.75932731,12.22263735,-11.13449308,5.217300941,15.12745217,20.7404349,25.61135037,1.250547848,13.22195354,-17.99403873,1.791389368,-25.69462471,4.709173533,-18.01099962,8.554944435,-9.268585999,15.10985354,15.40823327,20.13964002,35.21037958,-2.669360897,16.72220251,-13.27617552,2.409035711,-21.95066822,12.12552442,-0.255166552,15.83159542,-7.143107367,10.11872334,15.08518458,23.860134,23.48910859,-2.673984034,11.32946592,-21.59253547,3.043872632,-22.97559839,15.95060487,-10.56296275,16.30594912,-12.72290069,11.6637892,15.10342589,30.9226121,31.24461062,-13.48028936,17.53635819,-17.81732448,4.222584855,-45.32270088,15.79546152,-0.331166175,21.50412453,-19.78692485,8.751238331,15.12621538,19.81493767,21.00596861,-1.939967325,15.42161159,-14.60902804,0.660461224,-23.85350312,9.924618753,-5.534155549,19.43308023,-6.069282737,10.46219177,15.449709,39.72190123,38.32991104,-25.23682603,16.4867289,-14.59845666,1.987725941,-63.60080013,42.65205511,16.03266567,9.543108023
